QID,Prediction
Q98,建议 检查 修理厂 配个 师傅 买个 修理厂 插上 修理厂 再 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂 修理厂
Q99,前轮 前轮 四 万公里 万公里 有所 万公里 下 有所 问题 变动 图片
Q100,， ， 记录仪 支持
Q101,， 这是 换个 闪光 闪光 继电器 问题
Q102,， 节气门 顺便 清洗 节气门 ， 积碳
Q103,， ， 今后 今后 ！
Q104,， 建议 升降器 更换 升降器 玻璃 升降器 自动 自动 升降器 系统
Q105,， 建议 更换 电脑 一下 一下 变速箱 油
Q106,详见 图片 ， 建议 更换 希望 解答 ！
Q107,， 更换 电机 ， 电机
Q108,， 查 查 一下 端查 端查 ， 不客气
Q109,， 更换 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞 ， 一下 清洗 一下 火花塞
Q110,， 更换 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ， 配件 外壳 ，
Q111,， 需要 需要 拆前 拆前 ， 需要 更换 拆前 ， 大灯 大灯 清洗 干净 就行
Q112,这种 情况 没有 问题 ， ， 感应线
Q113,检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查 检查
Q114,， 检查 检查 空调 压力 传感器
Q115,， 500 左右 ， 燃油 添加剂 就行
Q116,皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带 皮带
Q117,车窗 检查 保险 车窗 保险 保险 问题 问题 ， 车窗 车窗 保险 保险 问题 问题 ， 车窗 车窗 保险 保险 问题 问题 ， 车窗 车窗 保险 保险 问题 问题 ， 车窗 车窗 保险 保险 问题 问题 ， 车窗 车窗 保险 保险 问题 问题 ， 车窗 车窗 保险 保险 问题 问题 ， 车窗 车窗 保险 保险 问题 问题 ， 车窗 车窗 保险 保险 问题 问题 ， 车窗 车窗 保险 保险 问题 问题 ， 车窗 车窗 保险 保险 问题 问题 ， 车窗 车窗 保险 保险 问题 问题 ， 车窗 车窗 保险 保险 问题 问题 ， 车窗 车窗 保险 保险 问题 ， 车窗
Q118,， 价格 都 会 ， 价格 5000 左右
Q119,信息 分析 ， 娱乐 信息 ， 娱乐 信息 娱乐 娱乐
Q120,， 刹车 刹车油 少
Q121,， 节气门 清洗 ， ， 完成 ， 一下 完成 进行 无法 进行 ， 清洗 节气门 一下 ， 进行 清洗 进行 匹配 节气门 无法 匹配 完成 无法 无法 完成 完成 清洗 节气门 ， 匹配 节气门 匹配
Q122,详见 图片 再加 92 号 疝气 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油 汽油
Q123,， ， 胶粘 一下 ， 雅阁 那块 ， 胶
Q124,， ， 建议 更换 做 节气门 全车 清洗 节气门 ， 积碳 清洗 节气门 清洗 节气门 ， 积碳 清洗 节气门 清洗 节气门 ， 积碳 清洗 节气门 清洗 节气门 ， 积碳 清洗 节气门 清洗 节气门 ， 积碳 清洗 节气门 清洗 节气门 ， 积碳 清洗 节气门 清洗 节气门 ， 积碳 清洗 节气门 清洗 节气门 ， 积碳 清洗 节气门 清洗 节气门 ， 积碳 清洗 节气门 清洗 节气门 ， 积碳 清洗 节气门 清洗 节气门 ， 积碳 清洗 节气门 清洗 节气门 ， 积碳 清洗 节气门 清洗 节气门 ， 积碳 清洗 节气门 清洗 节气门 ， 积碳 清洗 节气门 清洗 节气门 ， 积碳 清洗 节气门 清洗 积碳 ，
Q125,， 直接 链条 链条 ， 链条 希望 解答 ！
Q126,， ， 电瓶 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶 是否 馈电 ， 电瓶
Q127,， 先 检查 先 检查 检查 检查 变速箱 变速箱 输出 输出 传感器 传感器 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 线路 ， 线路
Q128,转向 转向 柱 柱 模块
Q129,透镜 透镜 亮度高 ， 亮度高 透镜 亮度高
Q130,检查 只能 调取 修理厂 诊断 电脑 读取 一下 仪器 修理厂 修理厂 修理厂 调取 修理厂 仪器 读取 修理厂 调取 故障码 仪器 读取 修理厂 调取 调取 仪器 诊断 电脑 调取 故障码 诊断 电脑 调取 故障码 诊断 电脑 读取 调取 调取 诊断 诊断 电脑 读取 一下 仪器 修理厂 修理厂 修理厂 调取 修理厂 仪器 读取 修理厂 调取 故障码 仪器 读取 修理厂 调取 调取 仪器 诊断 电脑 调取 故障码 诊断 电脑 调取 故障码 诊断 电脑 读取 调取 调取 诊断 诊断 电脑 读取 一下 仪器 修理厂 修理厂 修理厂 调取 修理厂 仪器 读取 修理厂 调取 故障码 仪器 读取 修理厂 调取 修理厂 仪器 调取 修理厂 仪器 调取 修理厂
Q131,， ， 锁块 锁块 问题 ， 。
Q132,机油 ， 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度 比较 比较 粘度 粘度
Q133,详见 图片 发动机 发动机 喷油嘴 喷油嘴 工作 工作 压力 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较 比较
Q134,， ， 重新 重新 钣金 喷漆 去 去 复位 维修厂 一下 钣金 喷漆 师傅 去 维修厂 维修厂 钣金 维修厂 去 钣金 复位 去 一下 复位
Q135,， 建议 检查 维修厂 焊下
Q136,， 保修 范围 内 保修 范围 内 保修
Q137,， 建议 变速箱 4S店
Q138,保养 ， ， 保养 四季 ， 通用 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养 保养
Q139,， 祝您 用车 愉快 。
Q140,， ， 开度 拆装 就行
Q141,， 发动机 风扇 风扇 三元催化 三元催化 热胀冷缩 热胀冷缩 风扇 风扇 热胀冷缩 比较 风扇 风扇 三元催化 三元催化 热胀冷缩 热胀冷缩 风扇 风扇 热胀冷缩 比较 风扇 风扇 热胀冷缩 三元催化
Q142,， 大众 说 ， ， 下次 下次 选择 机油 更好
Q143,矿物油 机油 油 ！
Q144,， 凌渡 280 车型 车型 好 ， 车型 280 左右 车型 凌渡 ， 凌渡 280 车型 车型 好 ， 车型 280 左右 车型 凌渡 ， 凌渡 280 车型 车型 好 ， 车型 280 左右 车型 凌渡 ， 凌渡 280 车型 车型 好 ， 车型 280 左右 车型 凌渡 ， 凌渡 280 车型 车型 好 ， 车型 280 左右 车型 凌渡 ， 凌渡 280 车型 车型 好 ， 车型 280 左右 车型 凌渡 ， 凌渡 280 车型 车型 好 ， 车型 280 左右 车型 凌渡 ， 凌渡 280 车型 车型 好 ， 车型 280 左右 车型 凌渡 ， 280 280 车型
Q145,希望 调 功放 控制
Q146,机油 机滤 ， 建议 机油 机滤 ， 机油 机滤 ， 机油 机滤 ， ， 机滤 机油 机油 机油 机油 机油 机油 机油 机油 机油 机油 机油 机油 机油 机油 ， 机油 机油 机油 机油 机油 机油 ， 机油 机油 机油 机油 ， 机油 机油 机油 机油 机油 机油 机油 机油 机油 机油 机油 机油 ， 机油 机油 机油 机油 机油 机油 ， 机油 机油 机油 机油 ， 机油 机油 机油 机油 机油 机油 机油 机油 机油 机油 机油 机油 ， 机油 机油 机油 机油 机油 机油 ， 机油 机油 机油 机油 ， 机油 机油 机油 机油 机油 机油 机油 机油
Q147,， 专享 享 帮到 享 ， 希望 帮到
Q148,4S店 配件 价格 修理店 进行 4S店 配件 价格 修理店 进行 4S店 4S店 修理店 进行 4S店 配件 价格 修理店 进行 4S店 4S店 修理店 进行 4S店 配件 价格 修理店 进行 4S店 4S店 修理店 进行 4S店 配件 价格 修理店 进行 4S店 4S店 修理店 进行 4S店 配件 价格 修理店 进行 4S店 4S店 修理店 进行 4S店 配件 价格 修理店 进行 4S店 4S店 修理店 进行 4S店 配件 价格 修理店 进行 4S店 4S店 修理店 进行 4S店 配件 价格 修理店 进行 4S店 4S店 修理店 进行 4S店 配件 价格 修理店 进行 4S店 4S店 修理店 进行 4S店 配件 价格 修理店 进行 4S店 4S店 修理店 进行 4S店 配件 价格 修理店 进行
Q149,， ， 缝隙 车载 效果
Q150,， 防冻液 ， 成分 ， 防冻液 ， 颜色 ， 防冻液 ， 成分 ， 防冻液 ， 颜色 ， 防冻液 ， 成分 ， 防冻液 ， 颜色 ， 防冻液 ， 成分 ， 防冻液 ， 颜色 ， 防冻液 ， 成分 ， 防冻液 ， 颜色 ， 防冻液 ， 成分 ， 防冻液 ， 颜色 ， 防冻液 ， 成分 ， 防冻液 ， 颜色 ， 防冻液 ， 成分 ， 防冻液 ， 颜色 ， 防冻液 ， 成分 ， 防冻液 ， 颜色 ， 防冻液 ， 成分 ， 防冻液 ， 颜色 ， 防冻液 ， 成分 ， 防冻液 ， 颜色 ， 防冻液 ， 成分 ， 防冻液 ， 颜色 ， 防冻液 ， 成分
Q151,， 描述 情况 电脑 电脑 匹配
Q152,， 轮胎 做个 动平衡 轮胎 使用 导致 。
Q153,这种 情况 可能 空调 缺
Q154,， 建议 清洗 一下 喷油嘴 汽油 压力 压力 够不够
Q155,建议 单独 单独 更换 更换 就行了
Q156,， 修理店 修理店 检查 修 组合 线路
Q157,DVD 摄像头 线路 问题 摄像头 ， 线路 线路 摄像头 摄像头 线路 问题 摄像头 ， 线路 线路 摄像头 摄像头 线路 问题 摄像头 ， 线路 线路 摄像头 摄像头 线路 问题 摄像头 ， 线路 线路 摄像头 摄像头 线路 问题 摄像头 ， 线路 线路 摄像头 摄像头 线路 问题 摄像头 ， 线路 线路 摄像头 摄像头 线路 问题 摄像头 ， 线路 线路 摄像头 摄像头 线路 问题 摄像头 ， 线路 线路 摄像头 摄像头 线路 问题 摄像头 ， 线路 线路 摄像头 摄像头 线路 问题 摄像头 ， 线路 线路 摄像头 摄像头 线路 问题 摄像头 ， 线路 线路 摄像头 摄像头 线路 问题 摄像头 ， 线路 线路 摄像头 摄像头 线路 问题
Q158,钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金 钣金
Q159,， 天窗 天窗 开关 后部 到位
Q160,， 建议 车窗 柏油 清洗剂 清洗 。
Q161,， 后轮 后轮 差速器 差速器 轴承 ， ， 后轮 后轮 差速器 差速器 轴承
Q162,， 建议 变速箱 更换 清洗 一下 一下 变速箱 油 够不够 ， ， 建议 建议 更换 更换 一下 变速箱 油 够不够 ， ， 建议 建议 更换 更换 ， 变速箱 油
Q163,随时 联系 解决问题 ！ 亲
Q164,开车 开车 慢 ， 可能 高处 鼓包 正常
Q165,检查 方向盘 去 触点 问题 ， 帮到 ， ！ 亲
Q166,， 缸盖 上面 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖 缸盖
